label,Iemg,var,Mav,Zerocrossing,Signalslopechange,Iemg,var,Mav,Zerocrossing,Signalslopechange
lat,0.746915307,0.008924017163,0.1494578436,224,878,0.761875451,0.2720548076,0.152527386,1056,851
lat,0.735082529,0.01279432203,0.147091288,340,826,0.718380996,0.2291348498,0.143792784,988,799
lat,0.748164864,0.01047957073,0.149692454,260,865,0.745915122,0.1739374454,0.14920268,889,828
lat,0.749330636,0.01105098222,0.1499562104,334,828,0.758785212,0.213849426,0.1517715964,975,796
lat,0.743472601,0.0154260919,0.148794804,354,874,0.746506317,0.262411634,0.1494127468,1002,780
lat,0.74082038,0.01327630759,0.1482235572,368,866,0.741235811,0.4311018961,0.1484045596,1230,827
lat,0.744926152,0.008179416253,0.1490396112,212,802,0.734071959,0.2764469391,0.1466707976,1098,842
lat,0.743472489,0.01025674007,0.1487743804,240,805,0.73771576,0.4606381033,0.147578112,1247,763
lat,0.743115594,0.006384412392,0.1486928008,114,868,0.752918444,0.3812564328,0.1506594612,1080,849
lat,0.747144798,0.01712344921,0.149539444,216,811,0.751132801,0.4595161464,0.1500472552,1115,850
lat,0.746481765,0.005353158595,0.1493762356,118,766,0.751183851,0.3647491876,0.15043498,1144,851
lat,0.740998902,0.008191538107,0.14823376,211,877,0.755188556,0.4679273819,0.150679852,1204,816
lat,0.739009808,0.006813572467,0.1478359412,190,822,0.754565909,0.3296561424,0.1510909852,1102,896
lat,0.740437867,0.03945613067,0.1481623556,280,781,0.72256421,0.4081368283,0.1444457712,1185,812
lat,0.741381399,0.01501114052,0.1483255604,326,862,0.738378937,0.4563372702,0.1477005444,1167,785
lat,0.752245072,0.008776821028,0.1505288968,234,755,0.757407723,0.3419090416,0.1515573172,1194,820
lat,0.742503472,0.005875895528,0.1485907776,168,748,0.767228294,0.2206381298,0.1535775484,1050,879
lat,0.747603798,0.01498290862,0.1495904416,286,847,0.746771018,0.3281153343,0.149363656,1181,879
lat,0.735363046,0.006976293751,0.1471218896,194,778,0.757444555,0.2554121365,0.1515493788,1124,868
lat,0.756095901,0.01806209436,0.1512939624,196,802,0.752539574,0.3069886867,0.1506704136,1151,835
lat,0.755432847,0.00613634489,0.1511613516,160,796,0.769957519,0.3757118623,0.1541693072,1144,839
lat,0.742223047,0.01003134077,0.1485091908,216,851,0.733696845,0.4802494261,0.1469375788,1250,810
lat,0.750817067,0.03289011088,0.1502330952,360,810,0.736108796,0.4320990784,0.147272024,1193,795
lat,0.744671129,0.01007209894,0.149070212,308,829,0.740547217,0.2349838406,0.1480984896,1063,814
lat,0.729167197,0.01193946488,0.145913322,306,829,0.753811194,0.2780962203,0.1510165656,1122,799
lat,0.733577956,0.01687696519,0.1468056744,380,841,0.73947948,0.462622783,0.147864536,1225,798
lat,0.752806155,0.00791773316,0.1506105116,216,825,0.751668582,0.2912395372,0.1504145904,1134,855
lat,0.740896881,0.01101796892,0.1482235564,260,891,0.740234335,0.3184735376,0.1480512176,1143,829
lat,0.727559538,0.01293434147,0.145561188,290,813,0.718227873,0.3159418343,0.1438743936,1186,828
lat,0.742681954,0.004574970973,0.1486009724,78,744,0.746013388,0.2217828056,0.149324364,1008,811
lat,0.736689125,0.01771364868,0.1473769048,320,772,0.74925657,0.2576560696,0.1501413516,1006,830
lat,0.747578301,0.009101543761,0.1495904424,170,723,0.743812181,0.2121899971,0.1487820916,1101,769
lat,0.748317838,0.01147987915,0.149712848,206,818,0.747357751,0.3803798259,0.1494146824,1129,805
lat,0.746160154,0.01410556802,0.1492966124,276,831,0.735139547,0.289982731,0.147078174,1003,818
lat,0.751888074,0.02546636414,0.1504574972,214,855,0.725625187,0.2198228085,0.145313044,1018,837
lat,0.745079159,0.005676960393,0.149060012,100,823,0.73815029,0.2216232055,0.1477976584,978,770
lat,0.727253484,0.006909260613,0.145510178,144,820,0.763657243,0.2278845523,0.1528021196,962,744
lat,0.749337929,0.01622738207,0.1499474684,266,889,0.726725709,0.3319515793,0.1452117508,1117,786
lat,0.739290607,0.01232352308,0.1479635056,336,832,0.745903739,0.3961627301,0.1491391848,1157,802
lat,0.736102623,0.006667098453,0.147285106,166,872,0.731036542,0.2285915626,0.1463340964,1068,822
lat,0.735694548,0.008138472062,0.1471932904,220,821,0.763763026,0.2413944275,0.1527518544,1042,858
lat,0.747986329,0.009115164216,0.1496822488,230,844,0.754926883,0.2594705929,0.1510101336,1073,866
lat,0.730288208,0.01910720627,0.1461120224,458,949,0.73646594,0.3171498544,0.1472924372,1089,875
lat,0.736995152,0.01260170196,0.1474381104,300,888,0.735423817,0.3488167064,0.147160536,1104,862
lat,0.754361786,0.007492744574,0.150987942,202,808,0.764575407,0.2952688507,0.153036768,1070,818
lat,0.75137802,0.01447821812,0.150345286,346,842,0.739249999,0.3363101261,0.1476706948,1069,790
lat,0.740182874,0.014284333,0.1481011564,354,868,0.742795654,0.2694543796,0.1487828484,1090,861
lat,0.751582084,0.013098078,0.150375898,316,826,0.753370835,0.335867503,0.1507856504,1103,784
lat,0.754387252,0.009905941002,0.1509267308,238,751,0.738608525,0.4060284761,0.1476189232,1120,807
lat,0.739927782,0.008399302448,0.14808074,194,786,0.732260863,0.3581300196,0.1464361172,1071,784
lat,0.73962178,0.009734456972,0.1479889376,246,752,0.718129568,0.3892431424,0.1437118892,1030,721
lat,0.745359691,0.01198165741,0.1491518208,328,812,0.75136247,0.2452108268,0.15055743,1058,741
lat,0.736255612,0.01383947359,0.1472749012,359,772,0.750135041,0.4200035198,0.1497456724,1209,767
lat,0.735159007,0.02155920842,0.1470402792,487,819,0.72099396,0.4772343383,0.1440807056,1171,833
lat,0.755968347,0.02700280904,0.15124295,552,855,0.750571657,0.4136997376,0.150526806,1214,781
lat,0.7326853,0.008959897243,0.146642444,218,819,0.759110066,0.325798379,0.1519079888,1066,757
lat,0.744977141,0.006067835131,0.1490600096,144,824,0.743251055,0.164728813,0.148720882,980,752
lat,0.749286933,0.0139562725,0.1498454632,331,815,0.74427127,0.3987383368,0.1488637064,1135,784
lat,0.730288148,0.01268954477,0.1461222112,324,821,0.734884488,0.2869474383,0.14698635,941,774
lat,0.738576226,0.008426969779,0.1477951276,194,736,0.740019851,0.220599101,0.1480950472,972,678
lat,0.744645627,0.007987905353,0.1489988072,182,753,0.756212678,0.2572180785,0.1512825972,1033,710
lat,0.748521875,0.006885563893,0.1497536556,128,787,0.751901847,0.3420662297,0.150456142,1166,799
lat,0.737505129,0.003677370825,0.1475401056,34,594,0.712274921,0.1769542737,0.1424848428,987,785
lat,0.744135565,0.007211401499,0.148917196,138,772,0.74146554,0.1947081883,0.1483229664,999,795
lat,0.752143124,0.01229247707,0.1505697112,334,787,0.754321325,0.3666804946,0.1508635144,1107,813
lat,0.74938892,0.01111163832,0.149947466,252,782,0.746720128,0.2391948161,0.149577946,976,780
lat,0.729242632,0.009500224931,0.1459080076,234,763,0.738488616,0.2158877709,0.1478347144,992,753
lat,0.74168743,0.01175196692,0.1483867664,260,804,0.756122018,0.1348021258,0.1513154808,928,817
lat,0.726131477,0.01507076531,0.1452653752,336,768,0.717131137,0.2878926684,0.143252024,1095,793
lat,0.747935384,0.0120857919,0.1496720596,274,846,0.747602467,0.1258364028,0.1496727892,866,776
lat,0.751097549,0.01545957356,0.15026369,354,850,0.750987407,0.1770211643,0.150181426,945,748
lat,0.730951284,0.005526660211,0.1462548384,88,682,0.752153316,0.1457496844,0.1506288728,796,986
lat,0.729089591,0.008513174253,0.1458671988,166,709,0.751464696,0.1313625813,0.1504146256,756,954
lat,0.736485099,0.007641310929,0.1473360996,160,594,0.735522234,0.1685276067,0.147037376,929,935
lat,0.73620458,0.01022512423,0.1473054976,182,618,0.756927007,0.1886128329,0.1514560724,885,941
lat,0.735771023,0.006500891885,0.1472238864,134,508,0.743965304,0.1504761624,0.1484862172,817,885
lat,0.731665354,0.02974711365,0.1463976524,254,589,0.736630291,0.16716009,0.147478354,738,856
lat,0.73110419,0.01631984353,0.1462752188,386,627,0.740172152,0.1808692675,0.1479061408,884,972
lat,0.739570798,0.01151935015,0.1479379384,252,576,0.732694615,0.2485026251,0.1466810156,937,934
lat,0.740055333,0.0145679433,0.1480603472,338,717,0.745524984,0.1954329909,0.1490991444,909,973
lat,0.736791141,0.007132970659,0.147397308,38,569,0.752769218,0.1540094144,0.1505990068,765,991
lat,0.736026089,0.03135218103,0.1472851004,104,500,0.739734847,0.08566611926,0.1479258124,703,871
lat,0.736000607,0.007799535625,0.1472443016,214,615,0.771874556,0.1274476627,0.154425176,689,834
lat,0.742988031,0.01126047509,0.1486417864,272,620,0.736622865,0.1453797432,0.1475584936,732,869
lat,0.74541066,0.02898325225,0.149121212,462,681,0.735624277,0.1192066334,0.1471598156,655,818
lat,0.736944128,0.01497605864,0.1474177048,350,685,0.730220378,0.1540593158,0.1461300512,728,884
lat,0.730466712,0.03821196373,0.1461528236,464,671,0.761369068,0.2173480204,0.1524465156,868,915
lat,0.735108058,0.05524418067,0.147070892,356,694,0.733995527,0.2227082483,0.1468238624,842,916
lat,0.733093394,0.02085365082,0.1466730596,404,676,0.761088428,0.3464088584,0.1523036612,886,941
lat,0.729140664,0.03247126924,0.145887614,388,650,0.741695094,0.2370447658,0.1483433696,831,896
lat,0.737683675,0.02092784386,0.147591116,338,625,0.761693193,0.1919786036,0.1524144112,786,950
lat,0.735745601,0.04665708563,0.1472239024,528,741,0.741127153,0.2279220407,0.148245086,805,929
lat,0.729574179,0.03132479683,0.145959016,530,863,0.738714365,0.2820695433,0.1478849656,890,973
lat,0.744441669,0.04403990184,0.1489886176,484,737,0.742187213,0.2877165608,0.1483958796,843,928
lat,0.733399452,0.0433772202,0.146744472,560,758,0.73705644,0.2712744322,0.1475482792,858,908
lat,0.73551604,0.04785017929,0.1471932912,644,688,0.735726277,0.2378725562,0.147241434,812,833
lat,0.738397764,0.06154611077,0.1477951376,692,735,0.738812735,0.2342783993,0.1479556552,818,912
lat,0.737301184,0.06947653405,0.1474177116,728,832,0.73461971,0.2037742269,0.1469742068,755,917
lat,0.735720048,0.04760630676,0.1471830896,620,756,0.741363448,0.2585343578,0.1484045792,874,935
lat,0.744586725,0.1494769167,0.1489870268,723,826,0.743174582,0.1564917847,0.1486800796,774,834
lat,0.739723839,0.05570830147,0.14801955,324,647,0.741571403,0.1100466823,0.1482625144,689,827
lat,0.733934959,0.0570390344,0.1469178776,714,755,0.736014408,0.1668175278,0.1472531464,761,840
lat,0.745716741,0.05732714928,0.149243632,686,719,0.742096522,0.2404071692,0.1486226156,790,896
lat,0.735184553,0.05261731322,0.1471422948,620,706,0.744023834,0.1938108648,0.148895844,836,932
lat,0.740233905,0.05573990469,0.1481113624,490,699,0.744730503,0.1917430184,0.1490167716,891,913
lat,0.743396073,0.03202559222,0.148774398,566,788,0.734527408,0.208051994,0.1469557464,826,914
lat,0.737377657,0.02042785706,0.1475605144,376,677,0.742927048,0.1564595863,0.1486815884,744,864
lat,0.735720075,0.0295902543,0.1472442988,542,723,0.743812243,0.1827617723,0.1488331196,808,916
lat,0.740590923,0.04824920617,0.1480909604,647,764,0.732027715,0.2512948007,0.1464354016,823,907
lat,0.73916278,0.02378687859,0.1478971376,266,626,0.750980047,0.1025053652,0.150271782,858,952
lat,0.741228459,0.02822075687,0.1482847716,544,693,0.745069651,0.1952580432,0.1491611244,940,919
lat,0.733016937,0.04428112286,0.1467036712,682,782,0.726853331,0.2194350325,0.1454362356,902,902
lat,0.737428746,0.1588101811,0.1475809328,830,813,0.727006348,0.1995831073,0.1454974484,899,923
lat,0.724014863,0.06853460788,0.1448573536,720,750,0.746954221,0.1707308984,0.1493900936,775,904
lat,0.740106417,0.2572558294,0.1481521692,736,758,0.749092288,0.2288839477,0.1500574796,778,840
lat,0.740998929,0.06531628699,0.148274568,724,765,0.755553339,0.2747217518,0.1511711356,782,857
lat,0.739494299,0.05858463345,0.1479685416,618,811,0.733004507,0.1469058069,0.1467838064,738,821
lat,0.735286585,0.04982119363,0.1471014972,604,750,0.752718222,0.1729036698,0.15062962,785,823
lat,0.725136928,0.05171553852,0.1451123684,672,808,0.743236848,0.2298695076,0.1487333452,740,869
lat,0.740259377,0.07134041441,0.14816236,710,862,0.740674762,0.2761611877,0.148016866,833,897
lat,0.737938728,0.08975316179,0.1476217252,804,815,0.74838556,0.2499663172,0.1498447124,859,850
lat,0.742044496,0.05980797199,0.1484683804,726,803,0.744231643,0.2716743064,0.148957812,814,843
lat,0.740182851,0.07810448732,0.1481419544,718,754,0.739016764,0.2342131272,0.1480474764,748,828
lat,0.739392359,0.08508488683,0.1479787556,748,792,0.747077202,0.2572954892,0.1495881424,738,904
lat,0.747986353,0.2036546506,0.149661852,474,768,0.747467454,0.104028894,0.1495794664,630,891
lat,0.743727659,0.08145872506,0.1487948124,746,762,0.740962925,0.1217833854,0.1482734592,698,860
lat,0.747221349,0.06614449155,0.149457848,731,822,0.729819882,0.08166261877,0.1460601552,778,874
lat,0.732226361,0.05368516633,0.1466016596,674,763,0.74345524,0.1079697277,0.1488025312,686,873
lat,0.730390267,0.06768031169,0.1461222336,730,775,0.745412526,0.09186165823,0.1491225668,715,921
lat,0.739060831,0.1017809976,0.1478563464,707,831,0.744092996,0.04165315854,0.1488637624,588,842
lat,0.735745615,0.0577021348,0.1472443064,718,841,0.733744244,0.1479424136,0.1468246212,801,921
lat,0.737862201,0.05711110353,0.147642122,714,881,0.756897753,0.1580759949,0.1514043076,851,959
lat,0.734827583,0.05747844676,0.147030098,722,836,0.731083879,0.3079821286,0.1463231576,754,900
lat,0.737836744,0.05025824725,0.1476319304,734,818,0.738054988,0.2194961721,0.1475388252,811,900
lat,0.73645962,0.04745248495,0.1473565056,578,854,0.735088561,0.2450321006,0.1469047272,743,910
lat,0.729064128,0.05250576022,0.1458162032,679,885,0.764703098,0.181810377,0.1529449704,841,936
lat,0.727457483,0.07067054214,0.1455917804,696,904,0.748477309,0.09087869652,0.1497661328,636,926
lat,0.745181248,0.0801870101,0.1491620352,712,810,0.726853395,0.1655129951,0.1454362484,708,920
lat,0.729242693,0.06791290504,0.1459182204,708,816,0.749366296,0.08940603732,0.1499592348,660,912
lat,0.728783685,0.09417592334,0.14584682,810,873,0.753491756,0.1559339226,0.1507384128,709,861
lat,0.724397317,0.05252508841,0.144928744,680,815,0.750616142,0.16502784,0.1502653212,732,916
lat,0.741585406,0.04505896646,0.1483765624,482,801,0.730650221,0.290444007,0.1462313244,804,936
lat,0.73648545,0.03708000763,0.1473820728,606,818,0.743939817,0.165474875,0.1488535328,782,889
lat,0.73551607,0.03313189941,0.1471830964,534,843,0.745036611,0.1962653796,0.149047384,825,936
lat,0.745461741,0.05477432175,0.1491416288,670,859,0.754882637,0.1921858049,0.151006386,799,971
lat,0.733832924,0.05381187098,0.146856668,650,865,0.747084687,0.2085390285,0.1495692332,876,979
lat,0.741355991,0.05169394912,0.1483357796,698,910,0.752969549,0.2369221819,0.1505472452,859,961
lat,0.735082575,0.05604171139,0.147040294,627,844,0.748892076,0.1976013411,0.149895,868,902
lat,0.746048239,0.04070157611,0.14928443,584,849,0.73366766,0.1644511067,0.1467837968,874,914
lat,0.737428684,0.05866202556,0.1474891144,631,810,0.743164062,0.1534602602,0.1487340928,732,838
lat,0.739342968,0.0487239069,0.1479229744,594,906,0.735088502,0.3216835533,0.1470985744,918,947
lat,0.736434073,0.03668206634,0.1473666972,616,798,0.739738558,0.1977587765,0.1480796012,798,907
lat,0.738117248,0.04483702603,0.1477849372,584,766,0.740292241,0.1150137333,0.1482005408,684,796
lat,0.739443342,0.04080542428,0.1479379488,636,837,0.731273742,0.1370442141,0.1463968412,778,917
lat,0.74337064,0.1057253537,0.1486316028,897,856,0.735063137,0.1700246919,0.1470373844,845,883
lat,0.737658198,0.05185653852,0.1475911208,606,770,0.754609581,0.2014846758,0.150916064,790,906
lat,0.735771087,0.104012309,0.147203498,718,901,0.74723026,0.2037575298,0.149526926,846,996
lat,0.742120989,0.06453545734,0.1484887792,754,929,0.74768268,0.3464314259,0.1495919024,932,998
lat,0.739545339,0.04969259854,0.1479787496,634,930,0.730752275,0.1671673767,0.146017064,739,972
lat,0.747119315,0.05560417389,0.1494068392,702,919,0.740219415,0.1804777248,0.1479155936,821,991
lat,0.746915302,0.04723992662,0.1495496484,572,907,0.74079935,0.185995735,0.1482968612,770,963
lat,0.736587145,0.04369194081,0.1473157064,705,901,0.732971445,0.224452183,0.1467414832,874,984
lat,0.750205024,0.04272328123,0.1501106868,686,942,0.732155234,0.1991428214,0.1463945852,835,985
lat,0.737785668,0.09748670997,0.14754011,645,928,0.733944548,0.1981179185,0.146864682,781,941
lat,0.732404906,0.04442816887,0.1465200612,642,898,0.760753188,0.1786974388,0.1522417148,672,963
lat,0.727406546,0.03143011945,0.1456325964,592,918,0.751246346,0.1069933596,0.1502944324,681,973
lat,0.73112975,0.07549970245,0.1462854312,590,900,0.752656749,0.2150380521,0.1504897868,699,990
lat,0.745359705,0.03598049697,0.1491416228,438,884,0.741298291,0.1564790187,0.148274212,749,946
lat,0.738678349,0.06599676071,0.1478359536,682,874,0.733098983,0.2758733206,0.146639452,859,950
lat,0.744824244,0.0852690387,0.1490192296,820,908,0.721711958,0.2565811457,0.1445814136,899,955
lat,0.740794853,0.02015829699,0.1482337528,114,648,0.739202894,0.1598295355,0.1478449296,838,971
lat,0.735312024,0.02158029462,0.147121886,398,590,0.729710222,0.2486810918,0.1460688324,822,776
lat,0.732200783,0.01335720873,0.1464792364,120,390,0.739045972,0.5239895827,0.1479767948,968,892
lat,0.732251836,0.06701179133,0.1465098484,260,522,0.732971428,0.3062660828,0.1466292456,923,825
lat,0.735057017,0.006878990818,0.1470504832,154,482,0.72532651,0.4780982996,0.1448247784,1021,848
lat,0.733730953,0.007429605519,0.1468158724,186,493,0.738379011,0.3084325673,0.1477413716,833,799
lat,0.734776512,0.006473699891,0.147019884,172,494,0.745903829,0.4999568854,0.1492004212,945,892
lat,0.734138974,0.006092509567,0.146887276,174,478,0.724451789,0.3879855564,0.1448436932,1029,823
lat,0.736306641,0.1120722774,0.1473463112,188,537,0.729852766,0.2799156653,0.1460514272,888,772
lat,0.739188287,0.01194995985,0.147886938,294,549,0.737821634,0.3512355632,0.1477319272,948,800
lat,0.735975103,0.00984552253,0.1472443012,338,597,0.731848926,0.6545296127,0.1465373856,1038,920
lat,0.735720021,0.008372165679,0.1471932848,174,489,0.743480637,0.2684448721,0.148884134,972,863
lat,0.73403695,0.05532831612,0.1468668712,292,542,0.721543903,0.3608125987,0.1444253656,978,853
lat,0.730441188,0.007316267323,0.1461426184,200,545,0.753683745,0.263489298,0.1508125216,953,856
lat,0.731818319,0.009243190618,0.146438446,270,524,0.734090717,0.3171911596,0.1471234856,984,838
lat,0.732991374,0.01476899941,0.1466628564,322,564,0.760264696,0.4004495063,0.1519246496,945,850
lat,0.734623437,0.01131553757,0.1469790684,278,517,0.741388946,0.343626498,0.1485576236,966,889
lat,0.737811157,0.01080521436,0.1476319132,288,556,0.743250983,0.3457446003,0.148669852,917,865
lat,0.732149817,0.005121951053,0.1464690432,108,408,0.740478243,0.3385230974,0.1482122336,890,837
lat,0.735159043,0.006655096005,0.1471014904,198,483,0.737562856,0.2818475589,0.1477107808,896,869
lat,0.731588746,0.01164449862,0.1463466284,245,504,0.737183859,0.3641794789,0.1475482552,980,849
lat,0.73538856,0.01890690846,0.1471320928,230,551,0.748913781,0.3152329944,0.1498126148,959,867
lat,0.731384793,0.02111548112,0.1463262392,324,545,0.732753134,0.2172784516,0.1465906884,957,865
lat,0.727610528,0.01652730607,0.1455815868,394,575,0.734910017,0.239650189,0.1471598068,938,826
lat,0.731971297,0.01070820652,0.1464690416,348,587,0.760964491,0.7452790981,0.1522941784,1113,907
lat,0.740488869,0.01611364337,0.1481929572,342,589,0.728839017,0.660756383,0.1455884984,1115,862
lat,0.732277318,0.008321918893,0.1464894432,252,541,0.726517862,0.5953362902,0.1449763224,1094,910
lat,0.734929499,0.01862262001,0.1470198792,448,658,0.731026015,0.4214142804,0.1463779048,1010,871
lat,0.736842079,0.01108191528,0.1474380976,328,547,0.727308683,0.2807773088,0.1455681184,866,825
lat,0.736051526,0.01129354108,0.147264686,334,617,0.733660137,0.2827113205,0.1467108704,879,837
lat,0.733781855,0.01716544567,0.1467750496,447,612,0.734170263,0.3379244574,0.147037364,1030,872
lat,0.737505133,0.05112683235,0.1475911096,424,639,0.731958547,0.3569388376,0.1465389036,1070,902
lat,0.732098811,0.008999578287,0.146489444,304,583,0.734054023,0.2225765864,0.1469171864,867,839
lat,0.733552415,0.009528821698,0.1467852652,322,589,0.738940332,0.1414888867,0.1478230264,821,808
lat,0.738295695,0.01312281621,0.1477237204,390,623,0.740059702,0.1331910503,0.1480622052,837,854
lat,0.735847574,0.01243065657,0.1472238956,394,534,0.741539044,0.2445316959,0.1485417292,904,823
lat,0.72898761,0.01015298784,0.1458774044,340,527,0.735496685,0.2051066118,0.1473230544,898,842
lat,0.733348422,0.01317072602,0.1467546672,366,617,0.737333229,0.3349898046,0.1475271136,1012,866
lat,0.735924051,0.01415378025,0.147254492,446,654,0.743746961,0.257868718,0.1488659772,912,862
lat,0.732914918,0.01389972104,0.1466424648,402,628,0.74149477,0.2609389052,0.1481910708,997,859
lat,0.737377657,0.01798290173,0.1475503136,478,659,0.721129113,0.2518821932,0.1442556812,831,761
lat,0.732710864,0.01198902246,0.146571052,320,604,0.741235863,0.43015608,0.148516804,1090,877
lat,0.7273555,0.02280898013,0.1455509824,486,652,0.716748494,0.2895216555,0.1434458776,1048,861
lat,0.734036929,0.009579022982,0.1468464656,196,469,0.734207012,0.3290138629,0.1469681904,1072,838
lat,0.73186934,0.008207846226,0.1464690516,268,520,0.730351607,0.411155436,0.1462226172,1044,877
lat,0.744288614,0.02205041667,0.1488662008,339,652,0.742653823,0.3066961344,0.1486728572,905,827
lat,0.732914811,0.01038309092,0.1466322428,310,573,0.740831723,0.1370052262,0.1482829296,704,756
lat,0.732659835,0.007497194261,0.1466016488,184,496,0.736604869,0.1576545428,0.14737634,910,836
lat,0.731078719,0.01184605205,0.1462650244,318,576,0.736265729,0.1558261789,0.1474054416,936,835
lat,0.737734683,0.004785882598,0.147611518,96,356,0.739067845,0.2068204114,0.14788424,926,802
lat,0.72806955,0.0232037383,0.1456733912,312,550,0.731204682,0.2293118875,0.1463371152,1022,870
lat,0.725799941,0.03800397115,0.1452347704,378,594,0.731798095,0.1608008633,0.1464251884,868,756
lat,0.733399398,0.01131567568,0.1467342604,300,528,0.7380078,0.1441007978,0.1476518248,842,769
lat,0.735771066,0.02376745403,0.1471626912,469,613,0.736601133,0.1590484581,0.1473041712,883,734
lat,0.73564355,0.02531593328,0.1471830908,318,554,0.736363775,0.513004725,0.1472924104,1109,889
lat,0.734572474,0.01496777724,0.1469994776,420,607,0.741673253,0.4176405384,0.1480278068,1135,862
lat,0.733603395,0.01455921056,0.1467852604,408,639,0.734221293,0.2206917073,0.1468843204,977,876
lat,0.734419474,0.02048296907,0.1469178744,452,590,0.740893792,0.315924329,0.1481831092,979,849
lat,0.734113424,0.01873759184,0.1468566644,492,622,0.735343642,0.2502727623,0.147200618,1048,877
lat,0.728885624,0.01301076421,0.145806004,344,576,0.745623293,0.15487969,0.1492208372,838,804
lat,0.725723362,0.01378944982,0.1452041536,218,506,0.737497566,0.2511733404,0.1476722152,884,902
lat,0.733475919,0.02644327486,0.1467342636,420,634,0.747183019,0.2022749404,0.1495684932,892,868
lat,0.734955013,0.01634405435,0.1470402832,290,551,0.746808005,0.102601492,0.149386358,724,823
lat,0.733348412,0.008721847156,0.1467240632,262,578,0.737592231,0.1067751026,0.1475993204,752,858
lat,0.736230035,0.01256615903,0.1472850868,384,568,0.740776826,0.2192017558,0.1482311376,900,863
lat,0.731690828,0.01317739237,0.1463670448,308,518,0.736838236,0.1270462312,0.1474587244,837,835
lat,0.73776021,0.01035548224,0.1476115232,358,571,0.744271427,0.1115185401,0.1488739408,883,862
lat,0.730721724,0.02089742668,0.1462242272,424,658,0.739195356,0.2013085485,0.1478842344,896,807
lat,0.733552426,0.03304930029,0.1467750668,460,662,0.732082449,0.219816651,0.1464769576,870,863
lat,0.734113466,0.01717713161,0.146907676,442,609,0.728008653,0.3598205404,0.1457846356,1027,867
lat,0.739927828,0.01461763224,0.1480501472,432,639,0.739836628,0.4655174354,0.147976778,1052,855
lat,0.735975066,0.01237086144,0.1472442936,372,578,0.74919433,0.3822024304,0.149965654,1016,882
lat,0.732404837,0.01140916066,0.146499646,301,606,0.743914164,0.374732845,0.1491391904,1034,836
lat,0.733118854,0.00786550412,0.146683252,258,510,0.734272299,0.3552888807,0.1468026936,937,866
